pesquisa_id;pesquisa_nome;id;posicao;nome
13;Ensino - matrículas, docentes e rede escolar;5962;3.4.2;Escola pública estadual
13;Ensino - matrículas, docentes e rede escolar;5963;3.4.3;Escola pública federal

13;Ensino - matrículas, docentes e rede escolar;5950;3.2;Ensino fundamental
13;Ensino - matrículas, docentes e rede escolar;5951;3.2.1;Escola pública municipal
13;Ensino - matrículas, docentes e rede escolar;5952;3.2.2;Escola pública estadual
13;Ensino - matrículas, docentes e rede escolar;5953;3.2.3;Escola pública federal
13;Ensino - matrículas, docentes e rede escolar;5954;3.2.4;Escola privada
13;Ensino - matrículas, docentes e rede escolar;5955;3.3;Ensino médio
13;Ensino - matrículas, docentes e rede escolar;5956;3.3.1;Escola pública municipal
13;Ensino - matrículas, docentes e rede escolar;5957;3.3.2;Escola pública estadual
13;Ensino - matrículas, docentes e rede escolar;5958;3.3.3;Escola pública federal

23;Censo;25125;19.1;Domicílios particulares permanentes
23;Censo;29520;19.1.1;Situação domiciliar
23;Censo;29521;19.1.1.1;Urbana
23;Censo;29522;19.1.1.2;Rural
23;Censo;29268;19.1.2;Tipo de saneamento
23;Censo;29269;19.1.2.1;Adequado
23;Censo;29270;19.1.2.1.1;Situação domiciliar
23;Censo;29271;19.1.2.1.1.1;Urbana
23;Censo;29272;19.1.2.1.1.2;Rural
23;Censo;29273;19.1.2.2;Inadequado
23;Censo;29274;19.1.2.2.1;Situação domiciliar
23;Censo;29275;19.1.2.2.1.1;Urbana
23;Censo;29276;19.1.2.2.1.2;Rural
23;Censo;29277;19.1.2.3;Semi-adequado
23;Censo;29278;19.1.2.3.1;Situação domiciliar
23;Censo;29279;19.1.2.3.1.1;Urbana
23;Censo;29280;19.1.2.3.1.2;Rural

23;Censo;24991;17.1.2.3;Próprio
23;Censo;24992;17.1.2.3.1;Já quitado
23;Censo;24993;17.1.2.3.2;Em aquisição




10071;Países;63104;8.7.3.1;Proporção da população urbana vivendo em bairros degradados ou assentamentos precários (população sem acesso a posse segura de moradia)


23;Censo;28864;2.1.5.1.2;Somente telefone fixo
23;Censo;28865;2.1.5.1.3;Telefone fixo e celular
23;Censo;47438;5.1.1.8;Telefone fixo
44;PNAD - Pesquisa Nacional por Amostra de Domicílios;47129;1.3.2.1.2;Somente telefone fixo convencional
44;PNAD - Pesquisa Nacional por Amostra de Domicílios;47130;1.3.2.1.3;Telefone fixo convencional e celular
10070;PNADC - Pesquisa Nacional por Amostra de Domicílios Contínua;64509;1.1.2;Existência de telefone fixo convencional

35;Fundações privadas e associações sem fins lucrativos;29956;1.1.1.3;Cultura e recreação
35;Fundações privadas e associações sem fins lucrativos;29962;1.1.1.9;Desenvolvimento e defesa de direitos
35;Fundações privadas e associações sem fins lucrativos;29968;1.2.1.3;Cultura e recreação
35;Fundações privadas e associações sem fins lucrativos;29974;1.2.1.9;Desenvolvimento e defesa de direitos

44;PNAD - Pesquisa Nacional por Amostra de Domicílios;49093;9.2.1.4;Roubo

10055;Indicadores sociodemográficos e de saúde no Brasil;59739;1;Anos de vida perdidos
10055;Indicadores sociodemográficos e de saúde no Brasil;59740;1.1;Grupo de causas de morte
10055;Indicadores sociodemográficos e de saúde no Brasil;59741;1.1.1;Violentas
10055;Indicadores sociodemográficos e de saúde no Brasil;59742;1.1.1.1;Sexo
10055;Indicadores sociodemográficos e de saúde no Brasil;59743;1.1.1.1.1;Masculino
10055;Indicadores sociodemográficos e de saúde no Brasil;59744;1.1.1.1.2;Feminino




