32;Serviços de saúde;28281;1.7.2.1;Esfera administrativa
32;Serviços de saúde;28282;1.7.2.1.1;Público
32;Serviços de saúde;28286;1.7.2.1.2;Privado
32;Serviços de saúde;28287;1.7.2.1.2.1;SUS
32;Serviços de saúde;28288;1.7.3;Com terceirização
32;Serviços de saúde;28289;1.7.3.1;Esfera administrativa
32;Serviços de saúde;28290;1.7.3.1.1;Público
32;Serviços de saúde;28294;1.7.3.1.2;Privado
32;Serviços de saúde;28295;1.7.3.1.2.1;SUS
32;Serviços de saúde;28296;2;Equipamentos
32;Serviços de saúde;28297;2.1;Eletrocardiógrafo
32;Serviços de saúde;28298;2.2;Eletroencefalógrafo
32;Serviços de saúde;28299;2.3;Equipamento de hemodiálise
32;Serviços de saúde;28300;2.4;Mamógrafo
32;Serviços de saúde;28301;2.4.1;Com comando simples
32;Serviços de saúde;28302;2.4.2;Com estéreo-taxia
32;Serviços de saúde;28303;2.5;Raio X
32;Serviços de saúde;28304;2.5.1;Até 100mA
32;Serviços de saúde;28305;2.5.2;100 a 500mA
32;Serviços de saúde;28306;2.5.3;Mais de 500mA
32;Serviços de saúde;28307;2.6;Raio X para densitometria óssea
32;Serviços de saúde;28308;2.7;Ressonância magnética
32;Serviços de saúde;28309;2.8;Tomógrafo
32;Serviços de saúde;28310;2.9;Ultrassom doppler colorido
32;Serviços de saúde;28311;3;Número de leitos para internação em estabelecimentos de saúde
32;Serviços de saúde;28312;3.1;Esfera administrativa
32;Serviços de saúde;28313;3.1.1;Público
32;Serviços de saúde;28314;3.1.1.1;Federal
32;Serviços de saúde;28315;3.1.1.2;Estadual
32;Serviços de saúde;28316;3.1.1.3;Municipal
32;Serviços de saúde;28317;3.1.2;Privado
32;Serviços de saúde;28318;3.1.2.1;SUS
